"Name","Location","Type","Data Type","Namespace","Reference Count"
"ECU_serial_number","00000800","Data Label","byte[4]","Global","5"
"crypto_flags","00000808","Data Label","byte[4]","Global","4"
"hardware_number","00000812","Data Label","byte[6]","Global","1"
"ECU_type","0000081b","Data Label","byte[4]","Global","1"
"EEPROM_lea_base","00010000","Data Label","char[32]","Global","4"
"EEPROM_variant_coding","0001c000","Data Label","struct_variant_coding_t6e","Global","4"
"EEPROM_coding_model","0001c020","Data Label","char","Global","1"
"PROG_mem_base","00020000","Data Label","char[32]","Global","2"
"prog_cfg","00040000","Data Label","uint32_t","Global","7"
"entry_point","00040004","Data Label","void *","Global","0"
"HC08CODE_base","00040080","Data Label","struct_hc08_config","Global","0"
"init","00040100","Function","int","Global","5"
"reset_data_cache","0004016c","Function","undefined","Global","1"
"enable_debug_tracing","000401a0","Function","undefined","Global","1"
"poll_until_ready??","000401dc","Function","undefined","Global","8"
"init_hardware_timers","00040238","Function","undefined","Global","1"
"init_fmpll","000402b4","Function","undefined","Global","1"
"init_pll_high_speed","00040308","Function","undefined","Global","0"
"init_pll_low_speed","00040384","Function","undefined","Global","0"
"init_ram_pattern_fill","00040414","Function","undefined","Global","1"
"install_intc_vector???","00040438","Function","undefined","Global","1"
"init_debug_core","00040494","Function","undefined","Global","1"
"init_r2_and_r13","00040524","Function","undefined","Global","1"
"data_segment_setup???","00040538","Function","undefined","Global","1"
"init_spr","00040570","Function","undefined","Global","1"
"init_segment_data","000407e0","Function","undefined","Global","1"
"init_segment_bss","00040834","Function","undefined","Global","1"
"init_segment","0004084c","Function","undefined","Global","1"
"libc_memcpy","000408e0","Function","undefined","Global","2"
"memset","00040930","Function","undefined","Global","1"
"memset_and_return","000409e4","Function","undefined","Global","2"
"FUN_00040a14","00040a14","Function","undefined","Global","1"
"segment_data","00040a28","Data Label","struct_segment_data[15]","Global","1"
"segment_bss","00040adc","Data Label","struct_segment_bss[4]","Global","1"
"init_intc_external_offset","00040b04","Function","undefined","Global","1"
"intc_init_vectors","00040b1c","Function","undefined","Global","1"
"FUN_00040b58","00040b58","Function","undefined","Global","1"
"init_intc_cpr","00040b74","Function","undefined","Global","1"
"init_intc","00040b90","Function","undefined","Global","3"
"init_intc_1","00040bb8","Function","undefined","Global","2"
"set_spr_IVOR2","00040c38","Function","undefined","Global","2"
"init_siu_ebi_segment","00040c4c","Function","undefined","Global","1"
"init_siu","00040c78","Function","undefined","Global","1"
"init_siu_pcr","00040ca0","Function","undefined","Global","1"
"init_ebi_unknown","00040f64","Function","undefined","Global","1"
"init_siu_pcr1","000410a4","Function","undefined","Global","1"
"init_siu_pcr2","00041110","Function","undefined","Global","2"
"init_siu_pcr3","00041194","Function","undefined","Global","4"
"init_ebi1","00041224","Function","undefined","Global","1"
"init_ebi_br0","0004124c","Function","undefined","Global","4"
"init_ebi_or0","00041278","Function","undefined","Global","4"
"init_eqADC3","00041294","Function","undefined","Global","1"
"FUN_00041408","00041408","Function","undefined","Global","1"
"init_eqADC2","00041458","Function","undefined","Global","3"
"FUN_000419e8","000419e8","Function","undefined","Global","1"
"init_eqADC","00041a58","Function","undefined","Global","2"
"init_eqADC4","00041dcc","Function","undefined","Global","1"
"init_eqADC5","00041edc","Function","undefined","Global","1"
"FUN_00042290","00042290","Function","undefined","Global","1"
"eTPU_channel_to_address","000423dc","Function","undefined","Global","8"
"clear_eTPU_channel","00042404","Function","undefined","Global","7"
"init_dspib_2","00042428","Function","undefined","Global","1"
"FUN_00042440","00042440","Function","undefined","Global","7"
"eTPU_write_32bit","00042484","Function","void","Global","10"
"eTPU_read_24bit","000424b4","Function","uint32_t","Global","13"
"eTPU_read_8bit","000424e8","Function","uint8_t","Global","10"
"eTPU_pram_write_byte","00042514","Function","undefined","Global","4"
"FUN_00042520","00042520","Function","undefined","Global","5"
"FUN_00042534","00042534","Function","undefined","Global","2"
"memcpy_u32","00042540","Function","undefined","Global","2"
"memset_u32","00042568","Function","undefined","Global","1"
"adc_smooth_lowpass","00042588","Function","uint16_t","Global","3"
"adc_smooth_state_init","00042648","Function","undefined","Global","3"
"set_dbsr","00042698","Function","undefined","Global","1"
"init_ivor","000426e8","Function","undefined","Global","1"
"get_timer_base","000427b8","Function","undefined8","Global","1"
"init_flash_helper","000427c4","Function","undefined","Global","0"
"init_siu","000427e4","Function","undefined","Global","1"
"copyCAL2RAM","00042a40","Function","undefined","Global","1"
"init_obd_ii_config","00042ba8","Function","undefined","Global","2"
"init_devices","00042be0","Function","undefined","Global","1"
"main","00042ce8","Function","undefined","Global","1"
"freeram_fill_0x55","00042fdc","Function","undefined","Global","1"
"freeram_counter","00043024","Function","undefined","Global","1"
"init_emios_uc4","000430dc","Function","undefined","Global","1"
"interrupt_timer_2000hz","00043174","Function","void","Global","2"
"set_maf_voltage_buffer","00045050","Function","undefined","Global","1"
"save_map_voltage_buffer","00045090","Function","undefined","Global","1"
"get_adc_maf1","000450d0","Function","undefined","Global","1"
"get_map_voltage","000450e4","Function","undefined","Global","1"
"get_maf_avg","000450f8","Function","undefined","Global","1"
"adc_maf_filter","00045194","Function","undefined","Global","1"
"get_map_avg","0004523c","Function","undefined","Global","1"
"update_engine_speed_history_100ms","000452d8","Function","undefined","Global","1"
"init_performance_profiling_arrays","00045348","Function","undefined","Global","1"
"ign_schedule_cylinder_event","000453c4","Function","undefined","Global","13"
"inj_set_trigger","0004550c","Function","undefined","Global","12"
"FUN_0004561c","0004561c","Function","undefined","Global","1"
"coil_driver_state_machine","000457a0","Function","undefined","Global","15"
"FUN_00045fb0","00045fb0","Function","undefined","Global","1"
"crank_trigger_process???","0004607c","Function","undefined","Global","2"
"switchD","0004618c","Instruction Label","","switchD_0004618c","0"
"caseD_0","00046190","Instruction Label","","switchD_0004618c","7"
"caseD_c","00046190","Instruction Label","","switchD_0004618c","0"
"caseD_18","00046190","Instruction Label","","switchD_0004618c","0"
"caseD_24","00046190","Instruction Label","","switchD_0004618c","0"
"caseD_30","00046190","Instruction Label","","switchD_0004618c","0"
"caseD_3c","00046190","Instruction Label","","switchD_0004618c","0"
"caseD_4","00046198","Instruction Label","","switchD_0004618c","7"
"caseD_10","00046198","Instruction Label","","switchD_0004618c","0"
"caseD_1c","00046198","Instruction Label","","switchD_0004618c","0"
"caseD_28","00046198","Instruction Label","","switchD_0004618c","0"
"caseD_34","00046198","Instruction Label","","switchD_0004618c","0"
"caseD_40","00046198","Instruction Label","","switchD_0004618c","0"
"caseD_1","00046248","Instruction Label","","switchD_0004618c","57"
"caseD_2","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_3","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_5","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_6","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_7","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_8","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_9","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_a","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_b","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_d","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_e","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_f","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_11","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_12","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_13","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_14","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_15","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_16","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_17","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_19","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_1a","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_1b","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_1d","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_1e","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_1f","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_20","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_21","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_22","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_23","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_25","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_26","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_27","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_29","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_2a","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_2b","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_2c","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_2d","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_2e","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_2f","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_31","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_32","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_33","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_35","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_36","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_37","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_38","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_39","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_3a","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_3b","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_3d","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_3e","00046248","Instruction Label","","switchD_0004618c","0"
"caseD_3f","00046248","Instruction Label","","switchD_0004618c","0"
"inj_interrupt","000462c8","Function","undefined","Global","2"
"vvt_cam_edge_isr_intake_bank1","00046c9c","Function","undefined","Global","2"
"vvt_cam_edge_isr_intake_bank2","00046fc4","Function","undefined","Global","1"
"vvt_cam_edge_isr_exhaust_bank2","000472d8","Function","undefined","Global","1"
"vvt_cam_edge_isr_exhaust_bank1","000475e8","Function","undefined","Global","1"
"FUN_00047934","00047934","Function","undefined","Global","1"
"FUN_00047b84","00047b84","Function","undefined","Global","1"
"FUN_00047dd8","00047dd8","Function","undefined","Global","1"
"FUN_00048034","00048034","Function","undefined","Global","1"
"FUN_00048290","00048290","Function","undefined","Global","1"
"FUN_000484ec","000484ec","Function","undefined","Global","1"
"sensor_interrupt_maf_map","00048740","Function","undefined","Global","1"
"FUN_00048870","00048870","Function","undefined","Global","1"
"adc_avg","0004889c","Function","undefined","Global","2"
"engine_speed_period_update_robust?","00049174","Function","undefined","Global","1"
"compute_engine_speed_average_and_acceleration","000491b8","Function","undefined","Global","1"
"init_dspib_2","00049544","Function","undefined","Global","4"
"dspi_probe_addr_unknown","00049604","Function","undefined","Global","2"
"init_dspi1","00049674","Function","undefined","Global","1"
"init_dspib_1","000497a4","Function","undefined","Global","3"
"spi_read_dspib_driver_status","0004986c","Function","undefined","Global","1"
"spi_read_cac_pump_driver_status","0004992c","Function","undefined","Global","1"
"spi_read_tps_error_flags","00049a24","Function","undefined","Global","1"
"read_serial_peripherals","00049b48","Function","undefined","Global","1"
"init_eDMA2","00049b80","Function","undefined","Global","1"
"init_eDMA2_2","00049d2c","Function","undefined","Global","1"
"init_pinmux_and_iosetup","00049f00","Function","undefined","Global","1"
"init_emios_mcr","0004b68c","Function","undefined","Global","1"
"init_emios_input_capture","0004b6e0","Function","undefined","Global","1"
"init_eMIOS","0004b7b0","Function","undefined","Global","6"
"FUN_0004b870","0004b870","Function","undefined","Global","1"
"noop3","0004b894","Function","undefined","Global","1"
"watchdog_emios0_sensor_333ms","0004b898","Function","undefined","Global","1"
"FUN_0004b8bc","0004b8bc","Function","undefined","Global","1"
"init_emios1","0004b900","Function","undefined","Global","1"
"watchdog_fuel_level_sensor_333ms","0004b940","Function","undefined","Global","1"
"FUN_0004b964","0004b964","Function","undefined","Global","1"
"lookup_2D_uint8_fixed","0004b9a8","Function","undefined","Global","8"
"lookup_3D_uint8","0004b9fc","Function","uint8_t","Global","8"
"watchdog_retrigger","0004ba90","Function","undefined","Global","20"
"set_spr154_6c54","0004ba9c","Function","undefined","Global","4"
"set_spr154_2c52","0004baa8","Function","undefined","Global","4"
"fuel_level_lookup_filtered","0004bab4","Function","uint8_t","Global","1"
"filter_evap_pressure_lowpass","0004bea4","Function","undefined","Global","1"
"adc_buffer_copy_200hz","0004beec","Function","undefined","Global","1"
"digital_inputs_zero","0004bf68","Function","undefined","Global","2"
"digital_input_debounce","0004bfbc","Function","undefined","Global","1"
"set_driver_input_and_vehicle_mode_100hz","0004c328","Function","void","Global","2"
"set_vehicle_mode_flags","0004d78c","Function","void","Global","1"
"digital_input_debouncer_100hz","0004d9a0","Function","undefined","Global","2"
"adc_sample","0004d9e8","Function","undefined","Global","1"
"set_driver_input_brake_clutch_100hz","0004dc9c","Function","undefined","Global","1"
"learneddata_get_table_cell_and_enable_flag","0004e098","Function","uint16_t","Global","2"
"adc_convert","0004e41c","Function","undefined","Global","2"
"imu_process_100hz","0004ef9c","Function","undefined","Global","1"
"compute_engine_speed_byte","0004eff0","Function","uint8_t","Global","1"
"O2_heater_500us","0004f024","Function","undefined","Global","2"
"sort_array10","0004f48c","Function","undefined","Global","14"
"sqrt_integer","0004f51c","Function","uint32_t","Global","3"
"ignition","0004f590","Function","undefined","Global","2"
"ignition_retard_and_recovery_200hz","00051670","Function","undefined","Global","1"
"tps_rate_filter_decay_200hz","0005191c","Function","undefined","Global","2"
"o2_sensors_fault_detection_all","00051b7c","Function","undefined","Global","1"
"injection","00051f58","Function","void","Global","2"
"inj_angle_offset_update_200hz","00053538","Function","undefined","Global","1"
"calc_max_load_from_pw_limit","00053778","Function","u32_load_mg/stroke","Global","2"
"init_etpu","000538a8","Function","undefined","Global","2"
"FUN_00053964","00053964","Function","undefined","Global","1"
"FUN_00053a90","00053a90","Function","undefined","Global","4"
"FUN_00053bc4","00053bc4","Function","undefined","Global","20"
"etpu_init_channel_mode5","00053cec","Function","undefined","Global","1"
"etpu_init_channel_mode6","00053e28","Function","undefined","Global","1"
"ign_test_fire_coil","00053f40","Function","undefined","Global","1"
"FUN_00053fb0","00053fb0","Function","undefined","Global","14"
"ign_update_timing_no_fire","000540e0","Function","undefined","Global","2"
"inj_write_etpu","00054150","Function","undefined","Global","1"
"knock_schedule_next_window","000541c0","Function","undefined","Global","1"
"ign_update_timing","00054230","Function","undefined","Global","1"
"eTPU_init_pwm_channel","000542a0","Function","undefined8","Global","6"
"eTPU_calculate_and_set_channel_value","000543fc","Function","undefined","Global","6"
"eTPU_read_batch_unknown","00054460","Function","undefined","Global","1"
"eTPU_update_period_and_frequency","00054514","Function","undefined","Global","1"
"obd_mode2f_init_actuator_test","000545f4","Function","undefined","Global","12"
"etpu_write_dual_32bit_with_param","00054658","Function","undefined","Global","12"
"EEPROM_save","00054688","Function","undefined","Global","1"
"EEPROM_load","0005472c","Function","undefined","Global","1"
"lea_reset3","000549d0","Function","undefined","Global","3"
"lea_reset1","00054b9c","Function","undefined","Global","3"
"lea_reset2","00054df4","Function","undefined","Global","2"
"lea_reset_dynamics_stats","00054fb0","Function","undefined","Global","1"
"reset_obd_and_trip_data","00055140","Function","undefined","Global","2"
"init_lea_o2_fuel_trim","000552b0","Function","undefined","Global","2"
"obd_ii_clear_monitor_completion_status","00055570","Function","undefined","Global","1"
"clear_obd_dtc_and_ff","000555f0","Function","undefined","Global","3"
"obd_ii_LEA_dtc_flags","0005880c","Function","undefined","Global","1"
"lea_full_factory_reset","00059d4c","Function","undefined","Global","1"
"reset_learned_adaptive_values","00059d7c","Function","undefined","Global","1"
"init_lea_maf_and_trqlimit","00059dd8","Function","undefined","Global","1"
"init_lea_maf_and_trqlimit","00059ff8","Function","undefined","Global","1"
"FUN_0005a18c","0005a18c","Function","undefined","Global","2"
"lea_diag_reset_command_handler","0005a304","Function","undefined","Global","1"
"flash_erase","0005a33c","Function","undefined8","Global","5"
"flash_unlock_sectors","0005a980","Function","undefined8","Global","2"
"flash_write","0005af4c","Function","undefined","Global","5"
"init_flash_cr","0005afd4","Function","undefined8","Global","3"
"busy_wait_50k","0005b120","Function","undefined","Global","1"
"EEPROM_write_learned_data","0005b15c","Function","undefined","Global","1"
"load_saved_LEA","0005b284","Function","undefined","Global","1"
"init_flash_ctrl","0005b2f0","Function","undefined","Global","1"
"EEPROM_erase_coding","0005b36c","Function","undefined","Global","1"
"flash_write_cod_data","0005b3a0","Function","undefined","Global","1"
"checkAllBytesAreFF","0005b500","Function","bool","Global","1"
"shutdown","0005b570","Function","int","Global","1"
"gear_determination","0005b76c","Function","undefined","Global","1"
"cooling_pump_control","0005b9e8","Function","undefined","Global","1"
"cooling_control","0005be14","Function","undefined","Global","1"
"cooling_fan_radiator_control","0005bebc","Function","undefined","Global","2"
"cooling_fan_engine_bay_control","0005c2fc","Function","undefined","Global","1"
"pwm_set_dutycycle","0005c52c","Function","undefined","Global","5"
"cooling_chargecooler_pump_100ms","0005c62c","Function","undefined","Global","2"
"read_accessory_states","0005c8e8","Function","undefined","Global","1"
"cluster_data_send_100ms","0005ca1c","Function","undefined","Global","2"
"pwm_drive_0xB3_200hz","0005d5b8","Function","undefined","Global","2"
"software_pwm_0xb3","0005d634","Function","undefined","Global","1"
"cluster_and_exhaust_flaps_100ms","0005d6cc","Function","undefined","Global","1"
"CRC16","0005d9a0","Function","uint16_t","Global","7"
"exhaust_flap_control","0005da30","Function","void","Global","2"
"car_speed_update_200hz","0005e070","Function","undefined","Global","1"
"flexcan_a_tx_102_helper_200hz","0005e270","Function","undefined","Global","2"
"engine_roughness_200hz","0005e2b8","Function","undefined","Global","2"
"paddle_shift_sensor_input_process","0005ed74","Function","undefined","Global","1"
"wheelspeed_front_rate_200hz","0005eee8","Function","undefined","Global","1"
"engine_speed_reference_update_100hz","0005efd4","Function","undefined","Global","2"
"get_engine_speed_tach","0005f534","Function","undefined","Global","8"
"copy_and_sort","0005f53c","Function","undefined","Global","2"
"swap","0005f624","Function","undefined","Global","1"
"fuel_level_and_usage","0005f660","Function","undefined","Global","1"
"fuel_usage_summary_100ms","0005fbe0","Function","undefined","Global","1"
"injtip","0005fdc8","Function","undefined","Global","2"
"inj_transient_ramp_200hz","00060bc0","Function","undefined","Global","2"
"engine_load","00060ff8","Function","undefined","Global","2"
"lookup_2D_uint8_interpolated","00061c94","Function","uint8_t","Global","145"
"lookup_2D_uint16_interpolated","00061dc4","Function","uint16_t","Global","50"
"lookup_2D_uint8_interpolated_noaxis","00061f2c","Function","undefined","Global","11"
"lookup_3D_uint8_interpolated","00061fc4","Function","uint8_t","Global","101"
"lookup_3D_uint32_interpolated","00062624","Function","uint32_t","Global","27"
"obd_ii_vvt_cam_timing_monitors_update","00062b70","Function","undefined","Global","2"
"obd_ii_init_vvt_diagnostics","000641c4","Function","undefined","Global","2"
"obd_ii_init_vvt_timing_dtc_monitoring","00064510","Function","undefined","Global","1"
"obd_ii_cat_efficiency_eval","0006485c","Function","undefined","Global","2"
"catalyst_monitor_o2_filter_update_200hz","00066068","Function","undefined","Global","1"
"obd_ii_catalyst_monitor_init","000662a0","Function","undefined","Global","2"
"obd_ii_init_catalyst_efficiency_diagnostics","0006643c","Function","undefined","Global","1"
"perf_stats_update","00066598","Function","undefined","Global","2"
"obd_ii_update_states","0006779c","Function","undefined","Global","2"
"obd_ii_check_test_point","0006838c","Function","undefined","Global","2"
"vvt_reset_cylinder_data","000684a0","Function","undefined","Global","4"
"obd_ii_monitor_fail_transition","00068540","Function","undefined","Global","234"
"obd_ii_monitor_pass","00069138","Function","undefined","Global","229"
"obd_ii_capture_freeze_frame_data","0006929c","Function","undefined","Global","1"
"obd_ii_ff_set_data","000693c0","Function","undefined","Global","5"
"obd_ii_dtc_process_all_mode_01","00069708","Function","undefined","Global","1"
"obd_ii_set_active_code_and_FF","000697d4","Function","undefined","Global","224"
"obd_set_dtc_processing","00069fc0","Function","undefined","Global","3"
"switchD","00069fec","Instruction Label","","switchD_00069fec","0"
"caseD_0","00069ff0","Instruction Label","","switchD_00069fec","3"
"caseD_1","0006a004","Instruction Label","","switchD_00069fec","3"
"caseD_2","0006a018","Instruction Label","","switchD_00069fec","3"
"caseD_3","0006a030","Instruction Label","","switchD_00069fec","3"
"caseD_4","0006a048","Instruction Label","","switchD_00069fec","3"
"caseD_5","0006a060","Instruction Label","","switchD_00069fec","3"
"caseD_6","0006a078","Instruction Label","","switchD_00069fec","3"
"caseD_7","0006a090","Instruction Label","","switchD_00069fec","3"
"caseD_8","0006a0a8","Instruction Label","","switchD_00069fec","3"
"caseD_9","0006a0c0","Instruction Label","","switchD_00069fec","3"
"caseD_a","0006a0d8","Instruction Label","","switchD_00069fec","3"
"caseD_b","0006a0f0","Instruction Label","","switchD_00069fec","3"
"caseD_c","0006a108","Instruction Label","","switchD_00069fec","3"
"caseD_d","0006a120","Instruction Label","","switchD_00069fec","3"
"caseD_e","0006a138","Instruction Label","","switchD_00069fec","3"
"caseD_f","0006a150","Instruction Label","","switchD_00069fec","3"
"caseD_10","0006a168","Instruction Label","","switchD_00069fec","3"
"caseD_11","0006a18c","Instruction Label","","switchD_00069fec","3"
"caseD_12","0006a1a4","Instruction Label","","switchD_00069fec","3"
"caseD_13","0006a1bc","Instruction Label","","switchD_00069fec","3"
"caseD_14","0006a1d4","Instruction Label","","switchD_00069fec","3"
"caseD_15","0006a1ec","Instruction Label","","switchD_00069fec","3"
"caseD_16","0006a204","Instruction Label","","switchD_00069fec","3"
"caseD_17","0006a21c","Instruction Label","","switchD_00069fec","3"
"caseD_18","0006a234","Instruction Label","","switchD_00069fec","3"
"caseD_19","0006a24c","Instruction Label","","switchD_00069fec","3"
"default","0006a288","Instruction Label","","switchD_00069fec","1"
"obdii_update_dtc_state","0006a29c","Function","undefined","Global","223"
"obd_ii_dtc_format","0006a3dc","Function","undefined","Global","4"
"obd_ii_dtc_unpack","0006a50c","Function","undefined","Global","4"
"obd_ii_init_timers","0006a5c8","Function","undefined","Global","1"
"o2_sensor_fault_detection","0006a5fc","Function","undefined","Global","20"
"FUN_0006a9d8","0006a9d8","Function","undefined","Global","1"
"obd_ii_tps_and_airflow_plausibility_monitor","0006ad28","Function","undefined","Global","2"
"obd_ii_throttle_actuator_monitor_200hz","0006baec","Function","undefined","Global","2"
"obdii_update_tps_and_throttle_dtcs","0006c0b0","Function","undefined","Global","2"
"obd_ii_init_codes_tps_and_various","0006c50c","Function","undefined","Global","2"
"obd_ii_evap_leak_detection_monitor","0006c9f0","Function","undefined","Global","2"
"evap_leak_detection_timers_decrement_100ms","0006d4f8","Function","undefined","Global","1"
"obd_ii_init_evap_purge_diagnostics","0006d55c","Function","undefined","Global","2"
"obd_ii_init_evap_purge_codes","0006d600","Function","undefined","Global","1"
"obd_ii_update_speed_and_timing_sensor_monitors","0006d6a4","Function","undefined","Global","2"
"obd_ii_init_vvt_failures","0006df30","Function","undefined","Global","2"
"obd_ii_init_crank_cam_diagnostics","0006e0dc","Function","undefined","Global","1"
"closedloop","0006e290","Function","undefined","Global","2"
"cl_update_stft_bank1","0006ed20","Function","undefined","Global","2"
"cl_update_stft_bank2","0006f240","Function","undefined","Global","2"
"closed_loop_200hz","0006f748","Function","undefined","Global","2"
"o2_fuel_learn_100ms","0006fbf4","Function","undefined","Global","1"
"obd_ii_evaluate_fuel_trim_monitors","000715bc","Function","undefined","Global","2"
"obd_ii_mixture_tests","00072e4c","Function","undefined","Global","2"
"o2_imbalance_window_update","00072ffc","Function","undefined","Global","2"
"obd_ii_init_fuel_trim_diagnostics","000731b0","Function","undefined","Global","1"
"obd_ii_init_fuel_trim_diagnostics","0007346c","Function","undefined","Global","1"
"throttle_actuator_init","000736a8","Function","undefined","Global","1"
"hc08_reset_release","00073790","Function","undefined","Global","1"
"FUN_000737a0","000737a0","Function","undefined","Global","1"
"HC08_check_CRC","000737b0","Function","undefined","Global","1"
"HC08_com","000737d8","Function","undefined","Global","1"
"idle","00073870","Function","undefined","Global","2"
"idle_airflow_decay_manager_1000hz","00075a24","Function","undefined","Global","2"
"obd_ii_idle_speed_control_monitor","00075f28","Function","undefined","Global","2"
"obd_ii_init_idle_control_diagnostics","000767fc","Function","undefined","Global","2"
"obd_ii_init_idle_diagnostics","000768cc","Function","undefined","Global","1"
"set_gpio_output_unknown","00076c3c","Function","undefined","Global","1"
"lea_reset3_unknown","00076c90","Function","undefined","Global","1"
"knock_detection_window_setup","00076d10","Function","undefined","Global","1"
"knock","00076e4c","Function","undefined","Global","2"
"knock_detect_and_update_baseline","000775f8","Function","undefined","Global","1"
"octane_scaler_update","000779ec","Function","undefined","Global","2"
"octane_scaler_learn_update","00077b1c","Function","undefined","Global","1"
"knock_ign_retard_decay_200hz","00077c40","Function","undefined","Global","1"
"obd_ii_evap_leak_detection_monitor","00077d9c","Function","undefined","Global","2"
"obd_ii_init_evap_leak_diagnostics","00078eb8","Function","undefined","Global","2"
"obd_ii_init_evap_leak_monitors","00078f98","Function","undefined","Global","1"
"obd_ii_module_coding_vin_monitors_update","00079080","Function","undefined","Global","1"
"obd_ii_knock_threshold_per_clyinder_100ms","00079460","Function","undefined","Global","2"
"obd_ii_init_ecu_diagnostics","0007a67c","Function","undefined","Global","2"
"obd_ii_init_ecu_internal_monitors","0007a968","Function","undefined","Global","1"
"load_misfire_learned_baselines","0007acb4","Function","undefined","Global","1"
"init_lea_misfire_baselines","0007aea4","Function","undefined","Global","2"
"FUN_0007b2c8","0007b2c8","Function","undefined","Global","1"
"misfire_detect_per_cylinder_200hz","0007b30c","Function","undefined","Global","2"
"misfire_detection_update","0007bbc8","Function","undefined","Global","2"
"obd_ii_set_misfire_codes","0007cd6c","Function","undefined","Global","3"
"obd_ii_init_misfire_diagnostics","0007d598","Function","undefined","Global","2"
"obd_ii_init_misfire_and_ignition_dtc_monitoring","0007d7c0","Function","undefined","Global","1"
"timer_decrement1_200hz","0007da40","Function","undefined","Global","1"
"wheelspeed_detect_implausible_rates_200hz???","0007dac8","Function","undefined","Global","1"
"coilpack_failure_set","0007dd40","Function","undefined","Global","3"
"obd_ii_mode11_processing","0007de58","Function","undefined","Global","1"
"obd_ii_set_mode22_supported_pids","0007de98","Function","undefined","Global","1"
"obd_ii_mode22_processing","0007e0b0","Function","void","Global","2"
"switchD","0007e16c","Instruction Label","","switchD_0007e16c","0"
"caseD_200","0007e170","Instruction Label","","switchD_0007e16c","3"
"caseD_201","0007e1e4","Instruction Label","","switchD_0007e16c","3"
"caseD_203","0007e204","Instruction Label","","switchD_0007e16c","3"
"caseD_204","0007e25c","Instruction Label","","switchD_0007e16c","3"
"caseD_205","0007e2ac","Instruction Label","","switchD_0007e16c","3"
"caseD_206","0007e33c","Instruction Label","","switchD_0007e16c","3"
"caseD_207","0007e35c","Instruction Label","","switchD_0007e16c","3"
"caseD_208","0007e3a4","Instruction Label","","switchD_0007e16c","3"
"caseD_20a","0007e3ec","Instruction Label","","switchD_0007e16c","3"
"caseD_20b","0007e434","Instruction Label","","switchD_0007e16c","3"
"caseD_20c","0007e47c","Instruction Label","","switchD_0007e16c","3"
"caseD_20d","0007e49c","Instruction Label","","switchD_0007e16c","3"
"caseD_20e","0007e508","Instruction Label","","switchD_0007e16c","3"
"caseD_20f","0007e59c","Instruction Label","","switchD_0007e16c","3"
"caseD_210","0007e630","Instruction Label","","switchD_0007e16c","3"
"caseD_211","0007e6c4","Instruction Label","","switchD_0007e16c","3"
"caseD_212","0007e758","Instruction Label","","switchD_0007e16c","3"
"caseD_213","0007e7a0","Instruction Label","","switchD_0007e16c","3"
"caseD_214","0007e7e8","Instruction Label","","switchD_0007e16c","3"
