"Name","Location","Type","Data Type","Namespace","Reference Count"
"obd_ii_distance_since_codes_cleared_km","40004976","Data Label","u16_distance_km","Global","6"
"evap_p0441_test_result_pressure","400049a2","Data Label","undefined2","Global","4"
"obd_ii_dtc_perm","400049c2","Data Label","uint16_t[8]","Global","14"
"fuel_system_diagnostic2??","400049f4","Data Label","undefined2","Global","11"
"fuel_system_diagnostic","400049f6","Data Label","undefined1","Global","4"
"fuel_usage_running_total_avg_trip","400049f8","Data Label","undefined4","Global","8"
"car_speed_running_total_avg_trip","400049fc","Data Label","u32_distance_1/112500km","Global","8"
"fuel_usage_running_total_range_to_empty","40004a00","Data Label","undefined4","Global","8"
"car_speed_running_total_range_to_empty","40004a04","Data Label","u32_distance_1/112500km","Global","8"
"fuel_economy_factor_smoothed","40004a08","Data Label","undefined2","Global","9"
"LEA_fuel_range_smoothed","40004a0a","Data Label","u16_distance_km","Global","12"
"LEA_obd_ii_P0011_dtc_state","40004a14","Data Label","uint8_t","Global","14"
"LEA_obd_ii_P0011_fail_counter","40004a15","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0011_pass_counter","40004a16","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0012_dtc_state","40004a17","Data Label","uint8_t","Global","15"
"LEA_obd_ii_P0012_fail_counter","40004a18","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0012_pass_counter","40004a19","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0021_dtc_state","40004a1a","Data Label","uint8_t","Global","14"
"LEA_obd_ii_P0021_fail_counter","40004a1b","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0021_pass_counter","40004a1c","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0022_dtc_state","40004a1d","Data Label","uint8_t","Global","15"
"LEA_obd_ii_P0022_fail_counter","40004a1e","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0022_pass_counter","40004a1f","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0014_dtc_state","40004a20","Data Label","uint8_t","Global","14"
"LEA_obd_ii_P0014_fail_counter","40004a21","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0014_pass_counter","40004a22","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0015_dtc_state","40004a23","Data Label","uint8_t","Global","15"
"LEA_obd_ii_P0015_fail_counter","40004a24","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0015_pass_counter","40004a25","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0024_dtc_state","40004a26","Data Label","uint8_t","Global","14"
"LEA_obd_ii_P0024_fail_counter","40004a27","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0024_pass_counter","40004a28","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0025_dtc_state","40004a29","Data Label","uint8_t","Global","15"
"LEA_obd_ii_P0025_fail_counter","40004a2a","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0025_pass_counter","40004a2b","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0016_dtc_state","40004a2c","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0016_fail_counter","40004a2d","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0016_pass_counter","40004a2e","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0017_dtc_state","40004a2f","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0017_fail_counter","40004a30","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0017_pass_counter","40004a31","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0018_dtc_state","40004a32","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0018_fail_counter","40004a33","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0018_pass_counter","40004a34","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0019_dtc_state","40004a35","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0019_fail_counter","40004a36","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0019_pass_counter","40004a37","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0076_dtc_state","40004a38","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0076_fail_counter","40004a39","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0076_pass_counter","40004a3a","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0077_dtc_state","40004a3b","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0077_fail_counter","40004a3c","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0077_pass_counter","40004a3d","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0079_dtc_state","40004a3e","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0079_fail_counter","40004a3f","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0079_pass_counter","40004a40","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0080_dtc_state","40004a41","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0080_fail_counter","40004a42","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0080_pass_counter","40004a43","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0082_dtc_state","40004a44","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0082_fail_counter","40004a45","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0082_pass_counter","40004a46","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0083_dtc_state","40004a47","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0083_fail_counter","40004a48","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0083_pass_counter","40004a49","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0085_dtc_state","40004a4a","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0085_fail_counter","40004a4b","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0085_pass_counter","40004a4c","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0086_dtc_state","40004a4d","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0086_fail_counter","40004a4e","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0086_pass_counter","40004a4f","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0087_dtc_state","40004a50","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0087_fail_counter","40004a51","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0087_pass_counter","40004a52","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0088_dtc_state","40004a53","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0088_fail_counter","40004a54","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0088_pass_counter","40004a55","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0096_dtc_state","40004a56","Data Label","uint8_t","Global","9"
"LEA_obd_ii_P0096_fail_counter","40004a57","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0096_pass_counter","40004a58","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0097_dtc_state","40004a59","Data Label","uint8_t","Global","9"
"LEA_obd_ii_P0097_fail_counter","40004a5a","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0097_pass_counter","40004a5b","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0098_dtc_state","40004a5c","Data Label","uint8_t","Global","9"
"LEA_obd_ii_P0098_fail_counter","40004a5d","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0098_pass_counter","40004a5e","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0101_dtc_state","40004a5f","Data Label","uint8_t","Global","17"
"LEA_obd_ii_P0101_fail_counter","40004a60","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0101_pass_counter","40004a61","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0102_dtc_state","40004a62","Data Label","uint8_t","Global","17"
"LEA_obd_ii_P0102_fail_counter","40004a63","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0102_pass_counter","40004a64","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0103_dtc_state","40004a65","Data Label","uint8_t","Global","17"
"LEA_obd_ii_P0103_fail_counter","40004a66","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0103_pass_counter","40004a67","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0106_dtc_state","40004a68","Data Label","uint8_t","Global","15"
"LEA_obd_ii_P0106_fail_counter","40004a69","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0106_pass_counter","40004a6a","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0107_dtc_state","40004a6b","Data Label","uint8_t","Global","11"
"LEA_obd_ii_P0107_fail_counter","40004a6c","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0107_pass_counter","40004a6d","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0108_dtc_state","40004a6e","Data Label","uint8_t","Global","11"
"LEA_obd_ii_P0108_fail_counter","40004a6f","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0108_pass_counter","40004a70","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0111_dtc_state","40004a71","Data Label","uint8_t","Global","12"
"LEA_obd_ii_P0111_fail_counter","40004a72","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0111_pass_counter","40004a73","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0112_dtc_state","40004a74","Data Label","uint8_t","Global","11"
"LEA_obd_ii_P0112_fail_counter","40004a75","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0112_pass_counter","40004a76","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0113_dtc_state","40004a77","Data Label","uint8_t","Global","11"
"LEA_obd_ii_P0113_fail_counter","40004a78","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0113_pass_counter","40004a79","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0071_dtc_state","40004a7a","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0071_fail_counter","40004a7b","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0071_pass_counter","40004a7c","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0072_dtc_state","40004a7d","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0072_fail_counter","40004a7e","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0072_pass_counter","40004a7f","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0073_dtc_state","40004a80","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0073_fail_counter","40004a81","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0073_pass_counter","40004a82","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0116_dtc_state","40004a83","Data Label","uint8_t","Global","18"
"LEA_obd_ii_P0116_fail_counter","40004a84","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0116_pass_counter","40004a85","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0117_dtc_state","40004a86","Data Label","uint8_t","Global","17"
"LEA_obd_ii_P0117_fail_counter","40004a87","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0117_pass_counter","40004a88","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0118_dtc_state","40004a89","Data Label","uint8_t","Global","17"
"LEA_obd_ii_P0118_fail_counter","40004a8a","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0118_pass_counter","40004a8b","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0122_dtc_state","40004a8c","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0122_fail_counter","40004a8d","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0122_pass_counter","40004a8e","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0123_dtc_state","40004a8f","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0123_fail_counter","40004a90","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0123_pass_counter","40004a91","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0128_dtc_state","40004a92","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0128_fail_counter","40004a93","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0128_pass_counter","40004a94","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0131_dtc_state","40004a95","Data Label","uint8_t","Global","12"
"LEA_obd_ii_P0131_fail_counter","40004a96","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0131_pass_counter","40004a97","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0132_dtc_state","40004a98","Data Label","uint8_t","Global","12"
"LEA_obd_ii_P0132_fail_counter","40004a99","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0132_pass_counter","40004a9a","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0133_dtc_state","40004a9b","Data Label","uint8_t","Global","26"
"LEA_obd_ii_P0133_fail_counter","40004a9c","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0133_pass_counter","40004a9d","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0134_dtc_state","40004a9e","Data Label","uint8_t","Global","18"
"LEA_obd_ii_P0134_fail_counter","40004a9f","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0134_pass_counter","40004aa0","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0135_dtc_state","40004aa1","Data Label","uint8_t","Global","17"
"LEA_obd_ii_P0135_fail_counter","40004aa2","Data Label","uint8_t","Global","4"
"LEA_obd_ii_P0135_pass_counter","40004aa3","Data Label","uint8_t","Global","4"
"LEA_obd_ii_P0137_dtc_state","40004aa4","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0137_fail_counter","40004aa5","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0137_pass_counter","40004aa6","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0138_dtc_state","40004aa7","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0138_fail_counter","40004aa8","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0138_pass_counter","40004aa9","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0139_dtc_state","40004aaa","Data Label","uint8_t","Global","20"
"LEA_obd_ii_P0139_fail_counter","40004aab","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0139_pass_counter","40004aac","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0140_dtc_state","40004aad","Data Label","uint8_t","Global","11"
"LEA_obd_ii_P0140_fail_counter","40004aae","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0140_pass_counter","40004aaf","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0141_dtc_state","40004ab0","Data Label","uint8_t","Global","14"
"LEA_obd_ii_P0141_fail_counter","40004ab1","Data Label","uint8_t","Global","4"
"LEA_obd_ii_P0141_pass_counter","40004ab2","Data Label","uint8_t","Global","4"
"LEA_obd_ii_P0151_dtc_state","40004ab3","Data Label","uint8_t","Global","12"
"LEA_obd_ii_P0151_fail_counter","40004ab4","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0151_pass_counter","40004ab5","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0152_dtc_state","40004ab6","Data Label","uint8_t","Global","12"
"LEA_obd_ii_P0152_fail_counter","40004ab7","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0152_pass_counter","40004ab8","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0153_dtc_state","40004ab9","Data Label","uint8_t","Global","24"
"LEA_obd_ii_P0153_fail_counter","40004aba","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0153_pass_counter","40004abb","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0154_dtc_state","40004abc","Data Label","uint8_t","Global","18"
"LEA_obd_ii_P0154_fail_counter","40004abd","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0154_pass_counter","40004abe","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0155_dtc_state","40004abf","Data Label","uint8_t","Global","17"
"LEA_obd_ii_P0155_fail_counter","40004ac0","Data Label","uint8_t","Global","4"
"LEA_obd_ii_P0155_pass_counter","40004ac1","Data Label","uint8_t","Global","4"
"LEA_obd_ii_P0157_dtc_state","40004ac2","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0157_fail_counter","40004ac3","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0157_pass_counter","40004ac4","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0158_dtc_state","40004ac5","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0158_fail_counter","40004ac6","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0158_pass_counter","40004ac7","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0159_dtc_state","40004ac8","Data Label","uint8_t","Global","20"
"LEA_obd_ii_P0159_fail_counter","40004ac9","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0159_pass_counter","40004aca","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0160_dtc_state","40004acb","Data Label","uint8_t","Global","11"
"LEA_obd_ii_P0160_fail_counter","40004acc","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0160_pass_counter","40004acd","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0161_dtc_state","40004ace","Data Label","uint8_t","Global","14"
"LEA_obd_ii_P0161_fail_counter","40004acf","Data Label","uint8_t","Global","4"
"LEA_obd_ii_P0161_pass_counter","40004ad0","Data Label","uint8_t","Global","4"
"LEA_obd_ii_P0171_dtc_state","40004ad1","Data Label","uint8_t","Global","10"
"LEA_obd_ii_P0171_fail_counter","40004ad2","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0171_pass_counter","40004ad3","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0172_dtc_state","40004ad4","Data Label","uint8_t","Global","10"
"LEA_obd_ii_P0172_fail_counter","40004ad5","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0172_pass_counter","40004ad6","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0174_dtc_state","40004ad7","Data Label","uint8_t","Global","10"
"LEA_obd_ii_P0174_fail_counter","40004ad8","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0174_pass_counter","40004ad9","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0175_dtc_state","40004ada","Data Label","uint8_t","Global","10"
"LEA_obd_ii_P0175_fail_counter","40004adb","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0175_pass_counter","40004adc","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0191_dtc_state","40004add","Data Label","uint8_t","Global","9"
"LEA_obd_ii_P0191_fail_counter","40004ade","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0191_pass_counter","40004adf","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0192_dtc_state","40004ae0","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0192_fail_counter","40004ae1","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0192_pass_counter","40004ae2","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0193_dtc_state","40004ae3","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0193_fail_counter","40004ae4","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0193_pass_counter","40004ae5","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0222_dtc_state","40004ae6","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0222_fail_counter","40004ae7","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0222_pass_counter","40004ae8","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0223_dtc_state","40004ae9","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0223_fail_counter","40004aea","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0223_pass_counter","40004aeb","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P025C_dtc_state","40004aec","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P025C_fail_counter","40004aed","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P025C_pass_counter","40004aee","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P025D_dtc_state","40004aef","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P025D_fail_counter","40004af0","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P025D_pass_counter","40004af1","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0261_dtc_state","40004af2","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0261_fail_counter","40004af3","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0261_pass_counter","40004af4","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0262_dtc_state","40004af5","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0262_fail_counter","40004af6","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0262_pass_counter","40004af7","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0264_dtc_state","40004af8","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0264_fail_counter","40004af9","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0264_pass_counter","40004afa","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0265_dtc_state","40004afb","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0265_fail_counter","40004afc","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0265_pass_counter","40004afd","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0267_dtc_state","40004afe","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0267_fail_counter","40004aff","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0267_pass_counter","40004b00","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0268_dtc_state","40004b01","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0268_fail_counter","40004b02","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0268_pass_counter","40004b03","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0270_dtc_state","40004b04","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0270_fail_counter","40004b05","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0270_pass_counter","40004b06","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0271_dtc_state","40004b07","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0271_fail_counter","40004b08","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0271_pass_counter","40004b09","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0273_dtc_state","40004b0a","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0273_fail_counter","40004b0b","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0273_pass_counter","40004b0c","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0274_dtc_state","40004b0d","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0274_fail_counter","40004b0e","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0274_pass_counter","40004b0f","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0276_dtc_state","40004b10","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0276_fail_counter","40004b11","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0276_pass_counter","40004b12","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0277_dtc_state","40004b13","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0277_fail_counter","40004b14","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0277_pass_counter","40004b15","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P023B_dtc_state","40004b1c","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P023B_fail_counter","40004b1d","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P023B_pass_counter","40004b1e","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P023C_dtc_state","40004b1f","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P023C_fail_counter","40004b20","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P023C_pass_counter","40004b21","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0300_dtc_state","40004b22","Data Label","uint8_t","Global","11"
"LEA_obd_ii_P0300_fail_counter","40004b23","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0300_pass_counter","40004b24","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0301_dtc_state","40004b25","Data Label","uint8_t","Global","12"
"LEA_obd_ii_P0301_fail_counter","40004b26","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0301_pass_counter","40004b27","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0302_dtc_state","40004b28","Data Label","uint8_t","Global","12"
"LEA_obd_ii_P0302_fail_counter","40004b29","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0302_pass_counter","40004b2a","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0303_dtc_state","40004b2b","Data Label","uint8_t","Global","12"
"LEA_obd_ii_P0303_fail_counter","40004b2c","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0303_pass_counter","40004b2d","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0304_dtc_state","40004b2e","Data Label","uint8_t","Global","12"
"LEA_obd_ii_P0304_fail_counter","40004b2f","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0304_pass_counter","40004b30","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0305_dtc_state","40004b31","Data Label","uint8_t","Global","12"
"LEA_obd_ii_P0305_fail_counter","40004b32","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0305_pass_counter","40004b33","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0306_dtc_state","40004b34","Data Label","uint8_t","Global","12"
"LEA_obd_ii_P0306_fail_counter","40004b35","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0306_pass_counter","40004b36","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0327_dtc_state","40004b37","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0327_fail_counter","40004b38","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0327_pass_counter","40004b39","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0328_dtc_state","40004b3a","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0328_fail_counter","40004b3b","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0328_pass_counter","40004b3c","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0332_dtc_state","40004b3d","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0332_fail_counter","40004b3e","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0332_pass_counter","40004b3f","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0333_dtc_state","40004b40","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0333_fail_counter","40004b41","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0333_pass_counter","40004b42","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0335_dtc_state","40004b43","Data Label","uint8_t","Global","12"
"LEA_obd_ii_P0335_fail_counter","40004b44","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0335_pass_counter","40004b45","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0341_dtc_state","40004b46","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0341_fail_counter","40004b47","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0341_pass_counter","40004b48","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0346_dtc_state","40004b49","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0346_fail_counter","40004b4a","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0346_pass_counter","40004b4b","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0366_dtc_state","40004b4c","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0366_fail_counter","40004b4d","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0366_pass_counter","40004b4e","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0391_dtc_state","40004b4f","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0391_fail_counter","40004b50","Data Label","uint8_t","Global","3"
